"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","41.3","%","201","83"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","State-funded mainstream","All","54.8","%","4706","2577"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","selective schools","State-funded mainstream","All","97.4","%","305","297"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in other areas","State-funded mainstream","All","49.9","%","9687","4833"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","49.6","%","363","180"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","All","46.5","%","5326","2478"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","50.4","%","4705","2369"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","22.2","%","436","97"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","37.6","%","8028","3015"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","15","%","739","111"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","58.9","%","4640","2735"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","50.5","%","10522","5312"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","17.5","%","520","91"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","All state-funded","All","50.4","%","4705","2369"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","58.9","%","4640","2735"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","All state-funded","All","25.8","%","365","94"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","All state-funded","All","9.1","%","219","20"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","Any SEN","All","All state-funded","All","17.7","%","1175","208"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","No identified SEN","All","All state-funded","All","54.6","%","9345","5104"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","No SEN","All","All","All state-funded","All","54.6","%","9345","5104"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","All state-funded","All","4.2","%","71","3"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded special schools","All","0","%","45","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","1.7","%","119","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded special schools","All","1.2","%","164","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","All","51.3","%","10358","5310"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","All","56.3","%","5032","2832"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Gypsy/Roma","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","11.3","%","416","47"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Gypsy/Roma","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","7.9","%","441","35"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Indian","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","68.1","%","7721","5259"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Indian","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","75.7","%","7265","5499"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","All state-funded","All","7.9","%","290","23"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","23","%","2244","515"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","32.4","%","3906","1264"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","42.5","%","4122","1751"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","43.2","%","5784","2500"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","48.4","%","2743","1327"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Academies and free schools","All","44.7","%","5779","2583"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Studio Schools","All","42.4","%","33","14"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","53.6","%","1787","958"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","34.6","%","81","28"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Sponsored Academies","All","30.7","%","779","239"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Free Schools","All","42.2","%","256","108"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","31.3","%","32","10"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","University Technical Colleges (UTCs)","All","37.3","%","126","47"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Converter Academies","All","49.8","%","3675","1829"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Converter Academies","All","46.1","%","1888","871"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","FE 14-16 Colleges","All","9.6","%","1884","181"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Free Schools","All","44.5","%","449","200"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","41.4","%","3036","1256"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","FE 14-16 Colleges","All","12","%","980","118"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","FE 14-16 Colleges","All","7","%","904","63"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Sponsored Academies","All","35.6","%","685","244"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Free Schools","All","47.7","%","193","92"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","University Technical Colleges (UTCs)","All","42.2","%","45","19"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Sponsored Academies","All","33","%","1464","483"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","LA maintained mainstream","All","50.6","%","1766","893"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","LA maintained mainstream","All","53.2","%","814","433"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","LA maintained mainstream","All","48.3","%","952","460"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","All state-funded","All","7.9","%","227","18"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","State-funded mainstream","All","48.8","%","3229","1575"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","34","%","209","71"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","41.7","%","3606","1503"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","94.3","%","157","148"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","29.2","%","226","66"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","selective schools","State-funded mainstream","All","94.6","%","277","262"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","31.5","%","435","137"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in other areas","State-funded mainstream","All","45","%","6835","3078"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","State-funded mainstream","All","95","%","120","114"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","All","41.4","%","4538","1878"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","All","38.8","%","9431","3658"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","16.8","%","399","67"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","53","%","3196","1693"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","All state-funded","All","20.9","%","885","185"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","47.8","%","3361","1606"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Pakistani","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","47.8","%","24275","11595"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","15.3","%","732","112"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","18.6","%","505","94"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","53","%","3196","1693"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","All state-funded","All","5.9","%","85","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","All state-funded","All","19.7","%","314","62"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","38.2","%","9570","3659"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","Any SEN","All","All state-funded","All","15.8","%","1131","179"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","No identified SEN","All","All state-funded","All","50.3","%","6557","3299"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","All state-funded","All","47.8","%","3361","1606"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded special schools","All","0","%","36","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","1","%","103","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded special schools","All","0.7","%","139","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","All","36.4","%","4893","1780"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Studio Schools","All","36.9","%","65","24"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","46.8","%","158992","74434"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","32.1","%","470","151"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","FE 14-16 Colleges","All","0","%","62","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Sponsored Academies","All","42.9","%","40584","17422"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","58.5","%","110320","64569"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Sponsored Academies","All","35.6","%","42349","15092"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","35.9","%","1906","684"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Free Schools","All","53.9","%","2609","1406"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","FE 14-16 Colleges","All","0","%","19","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Free Schools","All","49.7","%","2944","1462"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Free Schools","All","51.6","%","5553","2868"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","University Technical Colleges (UTCs)","All","38","%","2638","1002"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","FE 14-16 Colleges","All","0","%","81","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Studio Schools","All","35.7","%","395","141"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Sponsored Academies","All","39.2","%","82933","32514"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Studio Schools","All","33.8","%","865","292"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","54.2","%","154640","83856"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Academies and free schools","All","50.5","%","313632","158290"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Converter Academies","All","51.2","%","111323","57045"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","University Technical Colleges (UTCs)","All","43.4","%","732","318"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Converter Academies","All","54.9","%","221643","121614"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","LA maintained mainstream","All","52.5","%","46424","24380"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","LA maintained mainstream","All","45.3","%","47063","21331"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","LA maintained mainstream","All","48.9","%","93487","45711"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","No SEN","All","All","All state-funded","All","50.3","%","6557","3299"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","All state-funded","All","7.4","%","312","23"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","39.4","%","2783","1097"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","45.5","%","5445","2480"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","55.8","%","5077","2832"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Irish Traveller","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","31.8","%","44","14"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","54.5","%","7739","4215"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","93.9","%","7999","7513"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","State-funded mainstream","All","52.9","%","179475","94931"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","45.3","%","184304","83569"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","41.2","%","13632","5618"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","selective schools","State-funded mainstream","All","95","%","16169","15359"
